comparison,key,metric,python_value,sql_value,difference,status
Research Area Summary,Agriculture,proposal_success_rate,50.0,50.0,0.0,PASS
Research Area Summary,Agriculture,average_award_amount,315793.24,315793.24,0.0,PASS
Research Area Summary,Artificial Intelligence,total_proposals,100.0,100.0,0.0,PASS
Research Area Summary,Artificial Intelligence,total_requested_funding,55095000.0,55095000.0,0.0,PASS
Research Area Summary,Artificial Intelligence,total_awarded_funding,14456822.29,14456822.29,0.0,PASS
Research Area Summary,Artificial Intelligence,awarded_proposals,32.0,32.0,0.0,PASS
Research Area Summary,Artificial Intelligence,decided_proposals,81.0,81.0,0.0,PASS
Research Area Summary,Artificial Intelligence,pending_proposals,14.0,14.0,0.0,PASS
Research Area Summary,Artificial Intelligence,average_decision_time_days,163.37,163.37,0.0,PASS
Research Area Summary,Artificial Intelligence,active_principal_investigators,38.0,38.0,0.0,PASS
Research Area Summary,Artificial Intelligence,proposal_success_rate,39.51,39.51,0.0,PASS
Research Area Summary,Artificial Intelligence,average_award_amount,451775.7,451775.7,0.0,PASS
Research Area Summary,Biomedical Research,total_proposals,205.0,205.0,0.0,PASS
Research Area Summary,Biomedical Research,total_requested_funding,103492000.0,103492000.0,0.0,PASS
Research Area Summary,Biomedical Research,total_awarded_funding,35466220.34,35466220.34,0.0,PASS
Research Area Summary,Biomedical Research,awarded_proposals,85.0,85.0,0.0,PASS
Research Area Summary,Biomedical Research,decided_proposals,171.0,171.0,0.0,PASS
Research Area Summary,Biomedical Research,pending_proposals,26.0,26.0,0.0,PASS
Research Area Summary,Biomedical Research,average_decision_time_days,154.77,154.77,0.0,PASS
Research Area Summary,Biomedical Research,active_principal_investigators,77.0,77.0,0.0,PASS
Research Area Summary,Biomedical Research,proposal_success_rate,49.71,49.71,0.0,PASS
Research Area Summary,Biomedical Research,average_award_amount,417249.65,417249.65,0.0,PASS
Research Area Summary,Business and Economics,total_proposals,40.0,40.0,0.0,PASS
Research Area Summary,Business and Economics,total_requested_funding,20107000.0,20107000.0,0.0,PASS
Research Area Summary,Business and Economics,total_awarded_funding,8973250.17,8973250.17,0.0,PASS
Research Area Summary,Business and Economics,awarded_proposals,21.0,21.0,0.0,PASS
Research Area Summary,Business and Economics,decided_proposals,36.0,36.0,0.0,PASS
Research Area Summary,Business and Economics,pending_proposals,2.0,2.0,0.0,PASS
Research Area Summary,Business and Economics,average_decision_time_days,176.06,176.06,0.0,PASS
Research Area Summary,Business and Economics,active_principal_investigators,10.0,10.0,0.0,PASS
Research Area Summary,Business and Economics,proposal_success_rate,58.33,58.33,0.0,PASS
Research Area Summary,Business and Economics,average_award_amount,427297.63,427297.63,0.0,PASS
Research Area Summary,Data Science,total_proposals,478.0,478.0,0.0,PASS
Research Area Summary,Data Science,total_requested_funding,291487000.0,291487000.0,0.0,PASS
Research Area Summary,Data Science,total_awarded_funding,81614917.71,81614917.71,0.0,PASS
Research Area Summary,Data Science,awarded_proposals,185.0,185.0,0.0,PASS
Research Area Summary,Data Science,decided_proposals,406.0,406.0,0.0,PASS
Research Area Summary,Data Science,pending_proposals,54.0,54.0,0.0,PASS
Research Area Summary,Data Science,average_decision_time_days,163.93,163.93,0.0,PASS
Research Area Summary,Data Science,active_principal_investigators,163.0,163.0,0.0,PASS
Research Area Summary,Data Science,proposal_success_rate,45.57,45.57,0.0,PASS
Research Area Summary,Data Science,average_award_amount,441161.72,441161.72,0.0,PASS
Research Area Summary,Education,total_proposals,69.0,69.0,0.0,PASS
Research Area Summary,Education,total_requested_funding,40810000.0,40810000.0,0.0,PASS
Research Area Summary,Education,total_awarded_funding,17059162.2,17059162.2,0.0,PASS
Research Area Summary,Education,awarded_proposals,35.0,35.0,0.0,PASS
Research Area Summary,Education,decided_proposals,62.0,62.0,0.0,PASS
Research Area Summary,Education,pending_proposals,6.0,6.0,0.0,PASS
Research Area Summary,Education,average_decision_time_days,171.92,171.92,0.0,PASS
Research Area Summary,Education,active_principal_investigators,16.0,16.0,0.0,PASS
Research Area Summary,Education,proposal_success_rate,56.45,56.45,0.0,PASS
Research Area Summary,Education,average_award_amount,487404.63,487404.63,0.0,PASS
Research Area Summary,Environmental Science,total_proposals,250.0,250.0,0.0,PASS
Research Area Summary,Environmental Science,total_requested_funding,140409000.0,140409000.0,0.0,PASS
Research Area Summary,Environmental Science,total_awarded_funding,37029052.56,37029052.56,0.0,PASS
Research Area Summary,Environmental Science,awarded_proposals,99.0,99.0,0.0,PASS
Research Area Summary,Environmental Science,decided_proposals,213.0,213.0,0.0,PASS
Research Area Summary,Environmental Science,pending_proposals,28.0,28.0,0.0,PASS
Research Area Summary,Environmental Science,average_decision_time_days,170.46,170.46,0.0,PASS
Research Area Summary,Environmental Science,active_principal_investigators,95.0,95.0,0.0,PASS
Research Area Summary,Environmental Science,proposal_success_rate,46.48,46.48,0.0,PASS
Research Area Summary,Environmental Science,average_award_amount,374030.83,374030.83,0.0,PASS
Research Area Summary,Neuroscience,total_proposals,204.0,204.0,0.0,PASS
Research Area Summary,Neuroscience,total_requested_funding,118162000.0,118162000.0,0.0,PASS
Research Area Summary,Neuroscience,total_awarded_funding,36028743.0,36028743.0,0.0,PASS
Research Area Summary,Neuroscience,awarded_proposals,92.0,92.0,0.0,PASS
Research Area Summary,Neuroscience,decided_proposals,180.0,180.0,0.0,PASS
Research Area Summary,Neuroscience,pending_proposals,20.0,20.0,0.0,PASS
Research Area Summary,Neuroscience,average_decision_time_days,167.86,167.86,0.0,PASS
Research Area Summary,Neuroscience,active_principal_investigators,77.0,77.0,0.0,PASS
Research Area Summary,Neuroscience,proposal_success_rate,51.11,51.11,0.0,PASS
Research Area Summary,Neuroscience,average_award_amount,391616.77,391616.77,0.0,PASS
Research Area Summary,Public Health,total_proposals,117.0,117.0,0.0,PASS
Research Area Summary,Public Health,total_requested_funding,78559000.0,78559000.0,0.0,PASS
Research Area Summary,Public Health,total_awarded_funding,19856106.62,19856106.62,0.0,PASS
Research Area Summary,Public Health,awarded_proposals,37.0,37.0,0.0,PASS
Research Area Summary,Public Health,decided_proposals,95.0,95.0,0.0,PASS
Research Area Summary,Public Health,pending_proposals,15.0,15.0,0.0,PASS
Research Area Summary,Public Health,average_decision_time_days,159.53,159.53,0.0,PASS
Research Area Summary,Public Health,active_principal_investigators,41.0,41.0,0.0,PASS
Research Area Summary,Public Health,proposal_success_rate,38.95,38.95,0.0,PASS
Research Area Summary,Public Health,average_award_amount,536651.53,536651.53,0.0,PASS
Research Area Summary,Renewable Energy,total_proposals,172.0,172.0,0.0,PASS
Research Area Summary,Renewable Energy,total_requested_funding,112792000.0,112792000.0,0.0,PASS
Research Area Summary,Renewable Energy,total_awarded_funding,31034041.45,31034041.45,0.0,PASS
Research Area Summary,Renewable Energy,awarded_proposals,58.0,58.0,0.0,PASS
Research Area Summary,Renewable Energy,decided_proposals,149.0,149.0,0.0,PASS
Research Area Summary,Renewable Energy,pending_proposals,16.0,16.0,0.0,PASS
Research Area Summary,Renewable Energy,average_decision_time_days,165.68,165.68,0.0,PASS
Research Area Summary,Renewable Energy,active_principal_investigators,64.0,64.0,0.0,PASS
Research Area Summary,Renewable Energy,proposal_success_rate,38.93,38.93,0.0,PASS
Research Area Summary,Renewable Energy,average_award_amount,535069.68,535069.68,0.0,PASS
Research Area Summary,Social and Behavioral Science,total_proposals,193.0,193.0,0.0,PASS
Research Area Summary,Social and Behavioral Science,total_requested_funding,112374000.0,112374000.0,0.0,PASS
Research Area Summary,Social and Behavioral Science,total_awarded_funding,36973292.41,36973292.41,0.0,PASS
Research Area Summary,Social and Behavioral Science,awarded_proposals,78.0,78.0,0.0,PASS
Research Area Summary,Social and Behavioral Science,decided_proposals,166.0,166.0,0.0,PASS
Research Area Summary,Social and Behavioral Science,pending_proposals,24.0,24.0,0.0,PASS
Research Area Summary,Social and Behavioral Science,average_decision_time_days,168.48,168.48,0.0,PASS
Research Area Summary,Social and Behavioral Science,active_principal_investigators,66.0,66.0,0.0,PASS
Research Area Summary,Social and Behavioral Science,proposal_success_rate,46.99,46.99,0.0,PASS
Research Area Summary,Social and Behavioral Science,average_award_amount,474016.57,474016.57,0.0,PASS
